product_category,original_price,product_age_days,return_reason,condition_grade,optimal_route
electronics,52585.41,89,not_as_described,like_new,resell_as_is
clothing,11838.42,84,no_longer_needed,good,refurbish
home,25122.57,82,defective,very_good,resell_as_is
home,36402.56,86,not_as_described,good,refurbish
clothing,9669.67,11,defective,acceptable,refurbish
electronics,21428.0,17,defective,good,refurbish
clothing,3224.85,5,not_as_described,very_good,resell_as_is
home,32012.66,20,no_longer_needed,very_good,resell_as_is
home,13520.86,19,defective,good,refurbish
clothing,4337.21,66,no_longer_needed,acceptable,refurbish
electronics,7112.44,73,defective,good,peer_exchange
books,881.51,49,defective,good,peer_exchange
books,2686.73,24,better_price_found,for_parts,recycle
books,897.22,52,defective,like_new,peer_exchange
clothing,11348.67,99,no_longer_needed,for_parts,recycle
electronics,27610.66,9,defective,very_good,resell_as_is
clothing,5035.28,64,wrong_size,like_new,resell_as_is
home,30682.26,3,no_longer_needed,good,refurbish
home,34685.78,54,not_as_described,for_parts,recycle
clothing,10757.26,30,wrong_size,good,refurbish
toys,2998.48,46,defective,for_parts,recycle
home,32333.03,76,not_as_described,like_new,resell_as_is
home,27359.24,29,better_price_found,very_good,resell_as_is
home,28127.72,63,defective,very_good,resell_as_is
clothing,3100.66,74,defective,good,refurbish
electronics,2715.7,91,not_as_described,good,refurbish
books,2890.58,47,no_longer_needed,good,refurbish
clothing,4516.68,153,not_as_described,good,refurbish
electronics,3515.73,34,defective,good,refurbish
books,2045.33,15,better_price_found,acceptable,refurbish
home,12031.57,98,better_price_found,like_new,resell_as_is
home,38956.6,38,no_longer_needed,like_new,resell_as_is
electronics,63434.29,102,no_longer_needed,for_parts,donate
home,17115.75,12,not_as_described,like_new,resell_as_is
electronics,29342.0,46,better_price_found,very_good,resell_as_is
electronics,11378.79,14,no_longer_needed,very_good,refurbish
clothing,5652.14,68,wrong_size,very_good,resell_as_is
electronics,23257.97,120,defective,like_new,resell_as_is
clothing,8669.42,98,wrong_size,good,refurbish
electronics,41123.9,20,not_as_described,like_new,resell_as_is
clothing,12424.53,4,defective,good,refurbish
clothing,10174.58,91,no_longer_needed,very_good,resell_as_is
books,2970.46,133,no_longer_needed,very_good,resell_as_is
home,20108.71,40,no_longer_needed,very_good,resell_as_is
clothing,5259.38,37,no_longer_needed,like_new,resell_as_is
toys,1733.74,51,no_longer_needed,good,peer_exchange
electronics,36594.05,28,no_longer_needed,like_new,resell_as_is
electronics,19193.83,15,defective,acceptable,refurbish
toys,7771.44,51,defective,very_good,resell_as_is
clothing,1761.75,49,no_longer_needed,acceptable,refurbish
home,9443.77,15,better_price_found,very_good,resell_as_is
electronics,56787.48,95,no_longer_needed,acceptable,refurbish
clothing,5592.68,6,defective,for_parts,donate
electronics,59185.59,38,not_as_described,acceptable,refurbish
clothing,6734.79,55,better_price_found,acceptable,refurbish
books,677.98,2,not_as_described,very_good,peer_exchange
home,36495.74,43,not_as_described,like_new,resell_as_is
books,2799.47,338,better_price_found,acceptable,refurbish
clothing,7252.4,90,better_price_found,very_good,resell_as_is
home,24742.21,14,defective,good,refurbish
electronics,36834.97,117,no_longer_needed,for_parts,recycle
clothing,11366.68,34,wrong_size,very_good,resell_as_is
clothing,5316.98,21,wrong_size,good,refurbish
home,8338.55,22,no_longer_needed,good,refurbish
clothing,13737.5,25,defective,good,refurbish
clothing,6816.85,95,wrong_size,like_new,resell_as_is
books,449.17,288,no_longer_needed,for_parts,recycle
clothing,3378.12,11,wrong_size,acceptable,refurbish
clothing,7007.29,147,wrong_size,like_new,resell_as_is
home,30351.63,52,better_price_found,acceptable,refurbish
electronics,1936.75,15,no_longer_needed,good,refurbish
books,2707.58,144,no_longer_needed,good,refurbish
electronics,13224.16,26,not_as_described,acceptable,refurbish
home,21633.03,21,not_as_described,very_good,resell_as_is
clothing,2883.88,8,not_as_described,for_parts,recycle
home,26619.53,161,no_longer_needed,good,refurbish
books,1318.65,24,wrong_size,acceptable,refurbish
electronics,38130.44,38,defective,for_parts,recycle
electronics,39272.81,81,defective,good,refurbish
electronics,12455.27,51,defective,for_parts,recycle
toys,2373.5,210,not_as_described,very_good,recycle
electronics,34747.74,15,better_price_found,good,refurbish
home,35991.55,83,defective,acceptable,refurbish
electronics,4788.4,49,defective,acceptable,refurbish
toys,4699.23,13,defective,good,refurbish
home,11609.69,14,wrong_size,good,resell_as_is
home,37534.67,23,defective,good,refurbish
clothing,13957.48,112,wrong_size,very_good,resell_as_is
home,2526.38,71,no_longer_needed,very_good,resell_as_is
toys,755.57,24,not_as_described,acceptable,donate
clothing,11375.41,46,not_as_described,very_good,resell_as_is
clothing,8566.76,2,better_price_found,very_good,resell_as_is
clothing,10796.66,7,wrong_size,for_parts,recycle
clothing,12629.23,4,defective,very_good,resell_as_is
clothing,1824.92,23,wrong_size,acceptable,refurbish
clothing,13457.12,65,wrong_size,for_parts,recycle
electronics,50276.14,42,not_as_described,very_good,resell_as_is
clothing,13572.95,15,no_longer_needed,good,refurbish
home,28110.45,24,defective,very_good,resell_as_is
books,1433.61,9,no_longer_needed,good,peer_exchange
home,39906.81,13,not_as_described,good,refurbish
electronics,5671.45,131,not_as_described,good,refurbish
home,5915.65,51,not_as_described,acceptable,refurbish
home,14149.36,99,defective,very_good,resell_as_is
electronics,16422.14,107,better_price_found,very_good,resell_as_is
clothing,4526.93,3,better_price_found,very_good,resell_as_is
electronics,55980.15,79,better_price_found,acceptable,refurbish
electronics,45804.99,28,not_as_described,like_new,donate
home,11442.49,141,not_as_described,good,recycle
clothing,2868.38,16,wrong_size,very_good,refurbish
electronics,30078.72,25,better_price_found,like_new,resell_as_is
home,2810.72,41,not_as_described,very_good,resell_as_is
clothing,2839.83,51,no_longer_needed,acceptable,refurbish
electronics,18529.07,27,not_as_described,good,recycle
clothing,5394.22,98,wrong_size,for_parts,recycle
clothing,5022.72,8,wrong_size,good,refurbish
home,6331.42,48,defective,like_new,resell_as_is
clothing,1689.34,3,better_price_found,like_new,peer_exchange
clothing,2200.56,12,wrong_size,acceptable,refurbish
home,39418.84,88,not_as_described,good,refurbish
home,20427.87,63,wrong_size,good,refurbish
electronics,7821.2,56,not_as_described,very_good,resell_as_is
clothing,3327.63,64,no_longer_needed,acceptable,refurbish
clothing,1384.6,21,wrong_size,for_parts,recycle
electronics,57988.12,173,no_longer_needed,like_new,recycle
clothing,11644.43,16,not_as_described,very_good,resell_as_is
home,9373.58,4,defective,good,refurbish
electronics,48118.6,26,not_as_described,for_parts,recycle
clothing,698.4,6,wrong_size,like_new,peer_exchange
clothing,8448.11,12,wrong_size,good,refurbish
electronics,58039.4,52,not_as_described,good,peer_exchange
home,14165.58,150,not_as_described,like_new,resell_as_is
clothing,8119.32,72,better_price_found,acceptable,refurbish
home,37880.25,22,wrong_size,very_good,resell_as_is
home,25641.49,55,wrong_size,acceptable,refurbish
home,22617.87,26,defective,like_new,resell_as_is
toys,5338.39,7,not_as_described,acceptable,refurbish
electronics,1501.95,75,defective,very_good,peer_exchange
toys,4699.66,44,defective,good,refurbish
home,16038.07,17,defective,very_good,donate
books,2935.02,32,defective,like_new,resell_as_is
clothing,5140.4,39,wrong_size,good,refurbish
clothing,10572.48,28,no_longer_needed,good,refurbish
clothing,4222.78,98,defective,for_parts,donate
electronics,3131.29,21,not_as_described,good,refurbish
electronics,9472.41,199,defective,good,refurbish
clothing,1747.47,4,wrong_size,good,peer_exchange
electronics,41998.66,103,defective,good,refurbish
clothing,4962.68,58,no_longer_needed,acceptable,refurbish
home,15101.04,62,not_as_described,very_good,resell_as_is
clothing,5700.01,146,wrong_size,very_good,resell_as_is
books,1048.45,204,no_longer_needed,for_parts,recycle
clothing,5865.36,48,no_longer_needed,very_good,resell_as_is
clothing,12328.66,38,wrong_size,very_good,recycle
toys,3833.22,27,not_as_described,like_new,resell_as_is
clothing,6115.48,65,defective,good,resell_as_is
toys,5330.62,186,defective,good,refurbish
clothing,6321.2,25,wrong_size,very_good,resell_as_is
home,8986.17,4,not_as_described,good,refurbish
clothing,5509.47,98,not_as_described,like_new,resell_as_is
toys,3411.98,22,defective,very_good,resell_as_is
clothing,1668.92,169,no_longer_needed,good,peer_exchange
electronics,31779.27,60,no_longer_needed,acceptable,refurbish
toys,1345.03,125,better_price_found,very_good,peer_exchange
electronics,27244.35,44,not_as_described,for_parts,recycle
clothing,12240.29,181,wrong_size,for_parts,peer_exchange
clothing,2416.61,35,not_as_described,very_good,donate
electronics,30667.55,84,better_price_found,acceptable,refurbish
clothing,3391.47,19,not_as_described,like_new,resell_as_is
toys,3942.48,36,wrong_size,very_good,resell_as_is
electronics,27860.43,1,not_as_described,like_new,resell_as_is
books,2405.68,20,better_price_found,good,peer_exchange
home,1283.77,10,no_longer_needed,very_good,peer_exchange
clothing,12894.68,183,no_longer_needed,very_good,resell_as_is
clothing,606.35,2,not_as_described,good,peer_exchange
electronics,17889.6,8,better_price_found,acceptable,refurbish
toys,4389.24,37,not_as_described,good,refurbish
clothing,14085.45,249,no_longer_needed,acceptable,refurbish
electronics,5253.22,71,no_longer_needed,like_new,resell_as_is
electronics,19654.68,67,defective,like_new,resell_as_is
home,17016.2,64,not_as_described,like_new,resell_as_is
electronics,62955.47,48,better_price_found,like_new,resell_as_is
electronics,4736.9,58,defective,good,refurbish
clothing,11833.67,35,not_as_described,good,refurbish
clothing,10465.79,196,no_longer_needed,good,refurbish
home,24801.21,2,defective,acceptable,refurbish
home,15387.11,45,defective,very_good,resell_as_is
books,2026.37,37,no_longer_needed,good,peer_exchange
electronics,41682.97,88,better_price_found,like_new,resell_as_is
clothing,6793.76,9,defective,very_good,resell_as_is
home,28268.44,54,better_price_found,very_good,resell_as_is
home,8593.51,23,defective,like_new,resell_as_is
clothing,7358.9,3,not_as_described,very_good,resell_as_is
clothing,3338.46,44,wrong_size,good,refurbish
toys,863.06,72,defective,very_good,peer_exchange
toys,2243.59,6,not_as_described,like_new,peer_exchange
clothing,1383.08,2,no_longer_needed,very_good,peer_exchange
clothing,9810.25,20,defective,like_new,resell_as_is
clothing,9591.04,100,not_as_described,very_good,resell_as_is
clothing,2887.0,12,no_longer_needed,very_good,resell_as_is
clothing,9049.98,5,no_longer_needed,very_good,resell_as_is
home,28824.06,52,wrong_size,very_good,resell_as_is
clothing,13020.46,23,wrong_size,very_good,resell_as_is
clothing,10751.72,66,no_longer_needed,acceptable,refurbish
electronics,48230.79,15,defective,good,refurbish
electronics,10239.49,1,better_price_found,like_new,resell_as_is
clothing,5670.28,146,wrong_size,good,refurbish
toys,5114.82,98,defective,very_good,resell_as_is
books,623.84,10,no_longer_needed,like_new,peer_exchange
toys,3654.2,60,no_longer_needed,very_good,resell_as_is
electronics,21392.42,61,not_as_described,like_new,resell_as_is
toys,6571.79,105,no_longer_needed,very_good,resell_as_is
electronics,43264.98,62,defective,acceptable,refurbish
clothing,12279.67,6,not_as_described,good,refurbish
toys,7022.0,93,not_as_described,for_parts,peer_exchange
clothing,1279.7,67,wrong_size,very_good,peer_exchange
electronics,12747.57,1,not_as_described,like_new,resell_as_is
electronics,61416.96,123,defective,acceptable,refurbish
toys,4943.58,6,no_longer_needed,good,refurbish
clothing,12965.35,193,wrong_size,like_new,resell_as_is
books,2094.6,61,no_longer_needed,good,peer_exchange
clothing,11999.41,239,better_price_found,for_parts,recycle
clothing,10731.71,154,wrong_size,very_good,resell_as_is
home,12807.0,24,defective,very_good,resell_as_is
electronics,45644.4,60,no_longer_needed,like_new,resell_as_is
clothing,14934.38,146,wrong_size,like_new,resell_as_is
clothing,2988.15,11,defective,like_new,resell_as_is
clothing,1415.38,31,defective,good,peer_exchange
clothing,7285.72,32,no_longer_needed,acceptable,refurbish
home,6184.58,20,wrong_size,for_parts,recycle
home,13013.61,113,defective,like_new,resell_as_is
clothing,7441.22,119,wrong_size,good,refurbish
clothing,12422.31,84,no_longer_needed,acceptable,refurbish
electronics,46303.23,23,defective,like_new,resell_as_is
home,9992.38,84,better_price_found,like_new,resell_as_is
home,11560.66,59,defective,good,refurbish
home,32750.83,126,no_longer_needed,good,refurbish
clothing,14838.19,40,better_price_found,acceptable,refurbish
clothing,14885.97,117,wrong_size,acceptable,refurbish
electronics,27121.04,17,no_longer_needed,very_good,resell_as_is
electronics,21046.52,17,defective,like_new,resell_as_is
clothing,4724.74,33,wrong_size,acceptable,refurbish
clothing,5287.26,7,better_price_found,like_new,resell_as_is
clothing,5145.82,11,no_longer_needed,like_new,resell_as_is
electronics,5979.01,145,defective,acceptable,refurbish
electronics,62170.96,18,no_longer_needed,very_good,resell_as_is
electronics,33998.06,89,better_price_found,for_parts,recycle
books,757.82,21,no_longer_needed,very_good,peer_exchange
clothing,2818.26,71,wrong_size,very_good,resell_as_is
home,29787.19,63,defective,good,refurbish
electronics,13308.56,181,defective,very_good,resell_as_is
home,28224.18,116,defective,acceptable,refurbish
books,1622.8,59,no_longer_needed,good,peer_exchange
home,25623.92,36,not_as_described,acceptable,refurbish
home,37023.66,103,not_as_described,good,refurbish
home,33132.43,71,not_as_described,very_good,resell_as_is
toys,5399.02,50,better_price_found,good,refurbish
home,28736.49,13,not_as_described,good,refurbish
clothing,6490.06,14,defective,like_new,resell_as_is
books,2230.8,27,defective,very_good,peer_exchange
electronics,36042.29,16,no_longer_needed,very_good,resell_as_is
books,1159.95,8,no_longer_needed,good,peer_exchange
electronics,29679.48,20,defective,acceptable,refurbish
clothing,9190.91,14,no_longer_needed,like_new,donate
home,24219.23,128,wrong_size,very_good,resell_as_is
electronics,48737.98,151,not_as_described,very_good,resell_as_is
clothing,7591.2,26,better_price_found,good,refurbish
books,1157.18,35,better_price_found,very_good,peer_exchange
toys,5136.4,82,better_price_found,acceptable,refurbish
electronics,27019.14,68,not_as_described,acceptable,refurbish
home,8107.66,84,not_as_described,very_good,resell_as_is
home,19717.97,15,better_price_found,acceptable,refurbish
clothing,7388.95,137,not_as_described,acceptable,refurbish
clothing,2290.02,14,wrong_size,like_new,peer_exchange
electronics,43620.23,110,not_as_described,very_good,resell_as_is
home,29465.02,89,better_price_found,good,refurbish
home,3482.88,137,defective,very_good,resell_as_is
clothing,6207.72,39,no_longer_needed,very_good,resell_as_is
electronics,50826.7,113,defective,good,refurbish
home,21785.63,61,defective,very_good,peer_exchange
books,2172.14,159,no_longer_needed,very_good,peer_exchange
home,8360.53,6,not_as_described,acceptable,refurbish
home,32613.62,40,defective,very_good,resell_as_is
home,36015.53,53,defective,like_new,resell_as_is
